rental_id,price,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
9701,4100000,2,2,1600,3,12,11,0,0,0,1,1,1,0,0,Flatiron,Manhattan
10249,1375000,0,1,560,2,16,34,0,0,1,0,0,1,0,0,Financial District,Manhattan
955,2997500,2,2,1440,2,39,29,0,0,0,0,0,0,0,0,Midtown,Manhattan
1287,1950000,1,1,765,12,2,7,0,0,0,1,1,0,0,0,Chelsea,Manhattan
2763,1818000,1,1,846,5,23,13,1,0,0,1,1,0,0,0,Midtown South,Manhattan
4592,6975000,3,3,1950,12,14,11,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3264,5000000,2,2,1534,3,6,11,0,0,1,0,0,1,0,0,Tribeca,Manhattan
9944,1447500,0,1,506,2,18,41,1,0,0,1,1,0,0,0,Upper East Side,Manhattan
5509,2000000,1,1,670,2,28,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
7907,1879500,1,1,745,7,5,7,0,0,0,1,1,0,1,1,Midtown East,Manhattan
7051,2275000,0,1,747,3,9,52,1,1,1,0,1,1,1,1,Tribeca,Manhattan
1504,3297500,2,2,1488,4,9,89,0,0,0,1,0,1,1,0,Upper West Side,Manhattan
9695,2300000,1,1,950,9,16,86,1,0,0,1,1,0,0,0,Midtown East,Manhattan
4760,1732500,1,1,650,3,5,30,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6118,1525000,1,1,620,4,6,31,0,1,0,0,1,0,0,0,Battery Park City,Manhattan
2250,5500000,2,3,1607,5,8,88,0,1,1,1,1,1,0,1,Upper East Side,Manhattan
8508,7500000,3,3,2259,3,6,110,0,0,0,0,1,1,0,0,Flatiron,Manhattan
869,4400000,2,2,1494,4,5,10,0,0,0,1,1,1,0,1,Midtown East,Manhattan
5727,1600000,1,1,600,3,4,101,1,0,0,0,0,0,0,0,Midtown South,Manhattan
4692,2697500,3,1,1200,7,15,116,1,0,1,1,1,0,0,1,Upper East Side,Manhattan
322,3900000,3,2,1700,6,5,106,0,0,0,0,0,1,1,0,Upper West Side,Manhattan
10865,9975000,4,3,2302,6,20,2,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
10076,2250000,1,1,643,4,28,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1403,2250000,2,1,875,6,2,36,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
5462,1125000,0,1,400,2,1,86,0,0,0,0,1,0,1,0,Upper East Side,Manhattan
1027,1350000,2,1,725,4,4,96,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
6445,2837500,2,2,1100,3,27,30,1,0,0,0,0,0,0,0,Midtown,Manhattan
749,1750000,1,1,594,4,17,18,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
712,1400000,2,1,1008,5,2,96,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
1813,1000000,0,1,500,6,3,28,0,0,0,0,0,1,0,0,Upper East Side,Manhattan
8184,2000000,1,1,807,2,5,116,0,0,0,1,0,0,0,0,East Village,Manhattan
1546,1947500,1,1,693,2,2,106,0,0,1,1,1,0,0,1,West Village,Manhattan
2055,1697500,0,1,530,4,22,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
1589,6987500,3,2,1883,11,35,31,0,0,0,0,0,0,1,0,Upper East Side,Manhattan
5683,997500,0,1,400,5,4,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3665,2050000,1,1,789,7,9,9,0,1,0,1,1,1,0,0,Upper West Side,Manhattan
7652,1650000,1,1,730,9,9,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
8885,1900000,1,1,600,4,7,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
9027,1475000,1,1,600,2,6,98,0,0,0,0,0,0,0,0,Central Park South,Manhattan
3014,1447500,0,1,555,6,3,60,1,0,0,0,0,0,1,0,Midtown East,Manhattan
7562,3747500,1,1,642,3,6,106,0,0,0,0,0,0,0,0,Soho,Manhattan
1098,1950000,1,1,815,2,17,38,1,0,1,0,0,1,0,0,Midtown West,Manhattan
3345,2825000,2,2,1100,4,12,92,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4533,2100000,1,1,787,1,11,30,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
4619,1862500,1,1,647,1,22,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
850,1800000,1,1,759,13,11,9,0,1,1,1,1,1,0,1,Midtown West,Manhattan
2342,3497500,1,2,1236,5,11,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3263,1162500,0,1,425,5,4,59,0,0,0,0,1,1,0,0,Upper East Side,Manhattan
3056,1775000,1,1,751,5,8,1,1,0,0,0,0,0,0,0,East Harlem,Manhattan
1359,1730000,0,1,692,3,15,85,1,0,0,0,0,0,0,0,Financial District,Manhattan
9378,1440000,0,1,472,2,43,29,0,0,1,1,1,1,0,1,Midtown,Manhattan
5166,2497500,1,1,999,5,27,9,0,0,0,0,0,0,0,0,Midtown,Manhattan
9130,831000,0,1,300,4,3,86,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
1915,1225000,0,1,450,2,8,104,0,1,1,1,1,0,0,1,Gramercy Park,Manhattan
416,1682500,1,1,536,2,9,99,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
827,1150000,0,1,511,15,4,65,1,0,1,0,0,0,0,0,Upper East Side,Manhattan
3022,5000000,3,3,2000,3,5,96,0,0,0,0,0,0,0,0,Soho,Manhattan
3533,2250000,2,1,877,43,40,43,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2321,5750000,2,2,1488,1,7,90,0,0,0,1,1,1,0,1,Chelsea,Manhattan
4080,5000000,2,3,1721,1,3,90,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2912,1800000,2,1,825,7,5,116,0,0,0,0,0,0,0,0,East Village,Manhattan
8671,1275000,0,1,459,1,12,104,1,0,0,0,0,0,0,0,Midtown South,Manhattan
289,3000000,2,2,1156,6,22,10,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
4798,2125000,1,1,684,2,3,32,0,0,0,1,1,0,0,0,East Village,Manhattan
4272,3997500,2,2,1031,5,21,37,1,1,0,1,1,1,0,0,Upper West Side,Manhattan
6152,975000,0,1,400,14,3,116,0,0,0,0,0,0,0,0,East Village,Manhattan
5955,1450000,0,1,450,4,10,51,0,0,0,1,0,0,0,0,Flatiron,Manhattan
5903,1297500,1,1,650,5,5,101,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4180,5500000,3,3,2353,1,17,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
1740,3050000,2,2,1100,4,15,19,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2283,1425000,2,1,800,10,2,86,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
7587,1426500,1,1,700,10,12,4,1,0,0,1,1,0,0,0,Long Island City,Manhattan
6586,1750000,1,1,710,1,4,53,0,0,0,0,0,0,0,0,Midtown,Manhattan
593,1850000,1,1,805,7,17,9,1,1,1,1,1,1,0,1,Upper West Side,Manhattan
49,1797500,1,1,650,9,11,52,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
11345,2997500,3,1,1270,2,22,41,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1083,2255000,1,1,641,4,27,16,1,0,0,0,0,0,0,0,Chelsea,Manhattan
7714,1575000,4,1,1000,2,5,109,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
7732,1300000,0,1,450,1,5,16,0,0,0,1,1,0,1,1,Lower East Side,Manhattan
3117,3000000,2,2,1050,1,16,12,0,0,0,0,1,1,0,0,Flatiron,Manhattan
5839,3000000,2,2,1152,8,12,12,0,0,0,0,1,0,0,0,Midtown East,Manhattan
2086,1275000,1,1,716,5,0,96,0,1,1,1,1,1,0,1,Central Harlem,Manhattan
4617,1680000,1,1,710,3,5,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
2856,3947500,3,2,1800,1,2,81,0,0,0,0,0,0,0,0,Tribeca,Manhattan
9520,1487500,1,1,570,6,5,42,0,0,1,0,0,1,1,0,Upper East Side,Manhattan
5004,1625000,1,1,833,7,25,41,0,0,0,1,1,1,0,1,Upper East Side,Manhattan
3841,1750000,1,1,770,10,12,27,0,0,0,1,1,0,0,0,Midtown East,Manhattan
8828,1750000,1,1,824,3,6,55,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
6079,1805000,1,1,564,2,15,99,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4615,2750000,3,2,1500,3,2,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
407,5500000,3,3,2442,6,2,31,0,1,0,1,1,1,0,1,Midtown East,Manhattan
8641,1600000,1,1,730,9,9,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4962,1050000,1,1,600,3,3,107,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
5391,1825000,1,1,650,2,13,53,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
64,1275000,0,1,400,2,15,99,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
5570,1625000,1,1,662,2,31,29,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
2558,4450000,2,2,1589,9,22,15,1,0,0,1,0,0,0,0,Midtown East,Manhattan
10381,1422500,0,1,493,10,6,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1395,2500000,3,1,850,5,6,112,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2652,1775000,1,1,735,7,19,39,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
781,2055000,1,1,722,8,8,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
390,5947000,3,3,1802,6,15,7,0,1,1,1,1,0,0,1,Upper East Side,Manhattan
8016,2647500,2,2,892,10,10,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
3803,1975000,3,1,1000,3,3,76,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
6060,4750000,2,2,1305,8,11,10,0,0,1,0,0,1,0,0,Chelsea,Manhattan
790,2500000,2,2,1065,2,11,25,1,0,0,1,1,1,0,0,Upper East Side,Manhattan
720,2340000,1,1,896,5,20,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1495,1997500,0,1,1350,6,2,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
10678,2000000,2,1,500,5,1,106,0,1,0,1,1,0,0,1,Midtown East,Manhattan
314,1775000,0,1,536,1,9,8,0,0,0,1,0,0,0,0,Flatiron,Manhattan
6934,3800000,2,2,1168,7,47,6,0,0,0,1,1,0,0,0,Midtown South,Manhattan
4835,2800000,2,2,1100,8,20,32,0,1,0,1,1,0,0,1,Midtown East,Manhattan
10449,2997500,1,1,796,0,24,2,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1484,1550000,0,1,700,1,24,88,0,0,0,0,1,1,0,0,Financial District,Manhattan
7695,3474500,2,2,1160,1,3,9,0,0,1,1,1,0,0,1,East Village,Manhattan
2408,3000000,1,1,750,5,4,106,0,0,1,0,0,1,0,0,West Village,Manhattan
52,4500000,2,2,1000,5,6,3,1,0,0,0,0,0,0,0,Nolita,Manhattan
5749,1597500,0.5,1,525,8,2,106,1,0,0,0,0,0,0,0,Midtown East,Manhattan
3219,1700000,1,1,750,9,23,87,0,0,0,0,0,0,0,0,Midtown East,Manhattan
903,1325000,0,1,470,2,15,25,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3567,1450000,1,1,475,1,10,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
91,1750000,3,1,745,1,2,96,0,1,1,1,1,0,0,0,East Harlem,Manhattan
5103,2245000,3,1,675,7,3,116,0,0,0,0,0,0,0,0,East Village,Manhattan
9238,1300000,0,1,404,2,20,86,0,0,1,1,1,0,0,0,Central Park South,Manhattan
783,2950000,2,1,1400,3,7,100,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
9150,1250000,0,1,468,8,22,18,1,1,1,1,1,1,1,1,Upper East Side,Manhattan
3641,2750000,1,1,1000,3,3,116,1,0,0,0,1,0,0,0,East Village,Manhattan
9340,2047500,2,1,1000,2,9,91,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
4003,1795000,1,1,626,7,27,39,1,0,0,1,1,0,0,1,Midtown East,Manhattan
6493,3147500,2,2,1200,7,1,13,0,0,0,0,0,0,0,0,West Village,Manhattan
1963,3825000,2,2,1023,2,49,6,0,0,0,1,0,0,1,0,Financial District,Manhattan
7026,2517500,2,2,972,4,4,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
5369,3800000,2,2,1380,7,25,9,0,1,0,0,0,0,0,0,Upper West Side,Manhattan
4794,1650000,1,1,885,5,3,31,0,1,0,1,1,1,0,1,Midtown East,Manhattan
2800,1200000,1,1,695,6,2,9,0,1,1,1,1,0,1,1,East Harlem,Manhattan
10666,1192500,2,1,800,9,5,106,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
6497,1550000,1,1,800,5,1,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4465,3497500,3,1,1266,5,3,41,1,0,0,0,0,0,0,0,Tribeca,Manhattan
5387,3987500,2,2,1182,2,7,3,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
9841,762500,1,1,415,2,2,96,1,0,0,0,0,0,0,0,Inwood,Manhattan
4720,2362500,1,1,865,2,35,29,0,0,0,0,0,0,1,0,Midtown,Manhattan
636,1375000,0,1,600,9,14,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3548,2200000,2,1,812,43,40,43,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4642,2000000,1,1,788,2,23,26,0,0,0,1,1,1,0,1,Midtown East,Manhattan
6465,1750000,0,1,550,2,6,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2550,2050000,1,2,1312,11,5,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
2311,947500,1,1,700,3,3,106,0,0,0,0,0,0,0,0,East Harlem,Manhattan
4287,1275000,0,1,420,3,1,116,1,0,0,0,0,0,0,0,Flatiron,Manhattan
3040,1375000,1,1,600,7,1,106,0,0,0,0,0,0,0,0,East Village,Manhattan
4795,1900000,1,1,632,6,4,14,0,0,1,1,1,1,0,0,East Village,Manhattan
1065,1250000,2,1,1000,2,2,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
5003,1675000,1,1,722,7,3,12,0,0,1,1,1,1,0,0,Upper West Side,Manhattan
11265,1900000,1,2,1100,11,1,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
6327,2250000,2,2,1200,1,1,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
7286,1250000,0,1,400,2,10,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2578,1615000,0,1,583,4,17,47,1,0,0,1,0,0,0,0,Financial District,Manhattan
297,2100000,1,1,650,2,10,89,1,0,0,0,0,1,0,0,Midtown,Manhattan
4332,1997500,2,2,1200,11,3,76,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
1848,6657500,3,3,1622,1,10,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4957,1487500,1,1,700,1,2,75,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
6101,2150000,1,1,777,5,8,31,0,1,0,0,0,0,0,0,Battery Park City,Manhattan
9888,1122500,0,1,450,4,2,96,0,0,0,0,0,0,0,0,East Village,Manhattan
10026,1447500,2,1,700,3,6,106,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
7601,2597500,2,2,1029,1,11,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
7194,2500000,3,2,1500,5,3,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
6763,2350000,1,1,800,9,4,88,0,0,1,1,1,0,0,1,East Village,Manhattan
8971,1597500,0,1,529,4,8,19,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
8190,2087500,1,1,713,4,9,19,1,1,1,1,1,0,0,1,Upper East Side,Manhattan
397,3062500,2,2,975,5,3,9,0,0,0,0,0,0,0,0,Tribeca,Manhattan
9861,2010000,1,1,601,4,12,51,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10557,2250000,2,2,974,5,4,18,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
9666,2400000,2,1,827,4,1,78,1,0,0,0,0,0,0,0,Chelsea,Manhattan
3885,2997500,1.5,1,975,2,4,116,1,0,1,1,1,1,0,1,West Village,Manhattan
1620,2150000,1,1,950,6,18,60,0,1,1,1,1,0,0,1,Midtown East,Manhattan
8084,1249500,0,1,600,6,21,87,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4479,1300000,0,1,554,2,8,13,1,0,0,0,0,1,0,0,Financial District,Manhattan
11251,775000,1,1,700,2,4,93,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
6012,2150000,1,1,965,1,3,107,0,0,0,0,0,0,0,0,Financial District,Manhattan
8615,1847500,1,1,674,4,5,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3298,1387500,0,1,550,2,10,13,0,1,0,1,1,0,0,1,Financial District,Manhattan
10776,1297500,1,1,650,13,3,13,0,0,0,0,0,0,0,0,East Village,Manhattan
1251,1525000,0,1,537,1,15,116,1,0,0,1,1,0,0,0,Financial District,Manhattan
8177,1375000,0,1,500,1,5,25,0,0,0,0,1,0,0,0,Upper West Side,Manhattan
1783,1650000,0,1,713,1,5,76,0,0,0,1,1,1,0,0,Financial District,Manhattan
1811,3975000,2,2,2000,6,5,113,0,1,0,1,1,0,0,1,Flatiron,Manhattan
8065,2060000,1,1,722,8,12,16,1,0,1,0,0,1,0,0,Midtown East,Manhattan
1393,1900000,1,1,720,1,20,29,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
1270,1475000,2,2,966,2,4,4,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
166,1417500,0,1,493,10,12,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
6372,7500000,2,2,2010,9,83,15,0,1,0,1,1,0,1,1,Midtown East,Manhattan
2890,1625000,1,1,775,4,5,106,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
724,3750000,3,2,1051,4,26,47,0,1,1,0,1,0,0,1,Upper West Side,Manhattan
8061,1422500,0,1,446,4,4,18,1,1,0,0,0,1,0,0,Upper West Side,Manhattan
7058,2900000,2,1,1100,5,19,57,1,0,0,0,0,0,0,0,Midtown East,Manhattan
4621,2427500,1,1,941,7,25,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
5667,1902500,1,1,634,7,24,39,1,0,0,0,0,0,0,0,Midtown East,Manhattan
5966,1575000,3,1,900,5,3,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan
10165,3450000,2,2,1413,5,19,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2631,2425000,2,2,845,3,20,38,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
809,1225000,1,1,575,5,2,116,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1584,2437500,1,1,796,2,20,38,0,0,0,0,0,0,1,0,Midtown West,Manhattan
1195,4500000,2,2,1599,2,29,38,0,0,0,0,0,0,0,0,Midtown West,Manhattan
10073,1750000,1,1,940,2,5,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
8160,1700000,1,1,709,4,3,116,0,0,0,1,1,0,0,0,Financial District,Manhattan
3558,1800000,2,1,900,1,6,87,0,1,1,1,1,1,0,0,Financial District,Manhattan
3971,1600000,1,1,610,1,6,103,0,0,0,0,0,0,0,0,Midtown South,Manhattan
6,2000000,1,1,830,1,8,88,0,1,0,1,1,0,0,1,Financial District,Manhattan
10502,1530000,0,1,404,12,20,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
10920,1325000,0,1,435,2,18,25,1,1,1,1,1,1,0,1,Upper East Side,Manhattan
2228,1750000,3,2,1800,5,5,101,1,0,1,1,1,0,0,0,Washington Heights,Manhattan
722,1788500,1,1,587,3,3,96,0,0,0,0,0,0,0,0,East Village,Manhattan
1200,1377500,0,1,415,4,14,18,1,0,1,0,0,0,0,0,Upper West Side,Manhattan
6477,1762500,1,0,950,5,4,81,0,0,1,1,1,1,0,0,Upper East Side,Manhattan
2416,4250000,2,2,2100,1,6,104,0,0,0,0,0,0,0,0,Greenwich Village,Manhattan
4847,1700000,1,1,625,5,2,57,1,0,0,0,0,0,0,0,Midtown East,Manhattan
7106,6250000,2,3,1572,4,6,9,0,0,1,0,0,0,1,0,Upper West Side,Manhattan
5531,1467000,0,1,560,3,5,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
6416,1462500,0,1,461,5,12,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1134,3250000,1,1,1005,4,3,115,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3134,2700000,3,2,1095,9,15,15,1,0,1,1,0,1,1,1,Midtown East,Manhattan
1431,1750000,1,1,675,6,1,92,0,0,1,0,0,1,0,0,Upper East Side,Manhattan
5612,2300000,1,1,800,1,2,108,0,0,1,1,1,0,0,1,Upper West Side,Manhattan
3816,1750000,1,1,785,10,6,6,0,0,0,0,0,0,0,0,East Village,Manhattan
8146,1250000,1,1,700,5,4,106,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
6533,925000,1,1,650,3,1,89,0,0,0,0,0,0,0,0,Inwood,Manhattan
8573,1297500,0,1,650,4,2,76,0,0,0,0,0,1,0,0,East Village,Manhattan
201,1950000,1,1,575,3,14,27,0,0,0,1,1,0,0,0,Chelsea,Manhattan
2320,1925000,1,1,748,5,17,9,0,1,1,1,1,0,0,0,Midtown,Manhattan
6528,1662500,1,2,640,2,6,120,0,0,0,0,0,0,0,0,Financial District,Manhattan
833,5875000,2,3,1702,3,11,1,0,0,0,0,0,0,0,0,Tribeca,Manhattan
1477,1292500,0,1,400,6,2,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
8963,3500000,3,2,1675,4,10,56,1,0,0,1,1,0,0,0,Upper West Side,Manhattan
4931,1497500,1,1,653,0,6,75,0,0,1,1,1,1,0,1,Upper West Side,Manhattan
8102,1447500,0,1,506,2,18,41,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
1790,5000000,2,2,1548,3,5,106,0,0,1,0,0,1,0,0,Tribeca,Manhattan
6431,1725000,2,1,800,3,12,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4766,9000000,4,2,2000,6,36,47,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
10271,1750000,1,1,673,3,6,28,0,0,0,1,0,0,0,0,Battery Park City,Manhattan
1444,4000000,2,2,1260,3,14,11,0,0,0,1,1,0,0,0,Tribeca,Manhattan
7338,3100000,2,2,1033,1,6,9,0,1,1,1,1,0,0,1,East Village,Manhattan
4841,1598000,1,1,500,9,6,76,0,0,0,0,0,0,0,0,East Village,Manhattan
9676,2879000,2,2,1085,13,12,1,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
9194,1575000,1,1,730,9,9,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
10867,4750000,2,2,1856,1,10,107,0,0,0,0,0,0,0,0,Financial District,Manhattan
2402,2750000,1,1,890,2,23,11,1,1,0,1,1,0,1,1,Midtown,Manhattan
7064,4250000,2,2,1287,2,32,43,0,0,0,0,0,0,0,0,Midtown,Manhattan
6130,1350000,0,1,521,3,8,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
9153,1150000,1,1,600,3,5,77,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
1210,2125000,2,1,875,1,14,59,0,0,0,0,0,0,0,0,Midtown East,Manhattan
5541,2941000,2,2,1079,4,15,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
11330,2750000,1,2,850,0,7,56,0,0,0,0,0,0,1,0,Upper East Side,Manhattan
2806,1675000,1,1,730,8,14,32,1,0,0,1,1,0,0,0,Midtown East,Manhattan
71,3000000,1,1,1100,4,14,43,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4278,2875000,2,2,1070,2,41,9,0,1,0,1,1,0,0,1,Midtown West,Manhattan
4994,1150000,1,1,500,2,4,116,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
11299,1949000,1,2,1201,11,5,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
728,1625000,1,1,600,2,10,89,0,1,1,1,1,1,0,1,Midtown,Manhattan
2058,3100000,2,2,1050,2,3,25,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
13,1850000,1,1,700,10,37,13,1,0,0,0,0,0,0,0,Midtown West,Manhattan
830,8250000,3,3,2013,2,9,92,0,1,1,1,1,0,0,1,Upper West Side,Manhattan
7790,1600000,2,2,1001,2,4,4,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
10221,2500000,1,1,706,3,9,116,0,0,0,1,1,1,0,0,Flatiron,Manhattan
529,899500,0,1,300,2,5,96,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2518,2800000,4,2,3000,1,1,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
706,1900000,1,1,585,2,32,38,0,0,1,0,0,0,0,0,Midtown West,Manhattan
6597,1625000,1,1,650,6,4,53,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
5588,2250000,1,1,757,2,37,38,0,0,0,0,1,0,0,0,Midtown West,Manhattan
6769,1925000,0.5,1,650,3,22,86,0,0,0,1,1,0,0,0,Financial District,Manhattan
5272,3400000,2,2,1200,43,36,41,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3084,1325000,0,1,650,7,26,49,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2900,1600000,1,1,603,3,4,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6545,2896000,2,1,935,2,18,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
8480,3247500,2,2,1031,5,3,37,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
9195,849500,1,1,600,2,2,87,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
5289,2500000,2,2,1041,10,14,27,0,0,0,0,1,1,0,0,Midtown East,Manhattan
7458,1897500,2,1,750,2,6,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
2445,1850000,1,1,741,2,25,9,0,0,0,1,1,0,0,0,Midtown West,Manhattan
10256,1700000,1,1,535,4,8,43,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
7980,2625000,1,1,827,2,35,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
10386,2020000,1,1,825,5,8,17,1,0,1,0,1,1,0,1,Upper West Side,Manhattan
9158,1850000,1,1,700,4,9,31,0,0,1,1,1,0,0,1,Chelsea,Manhattan
7207,2675000,1,1,917,3,10,103,0,0,0,1,1,0,0,1,Flatiron,Manhattan
10620,1347500,1,1,650,2,1,56,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3990,1575000,1,1,618,14,28,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3146,3897500,1,1,642,3,6,106,0,0,0,0,0,0,0,0,Soho,Manhattan
2072,1800000,1,1,672,7,5,7,0,1,1,0,1,0,0,0,Midtown East,Manhattan
5953,6150000,2,2,1646,1,12,9,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
6568,7500000,2,2,1689,3,27,49,0,1,0,0,1,0,0,0,Upper East Side,Manhattan
266,1250000,0,1,400,6,3,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
5976,1325000,0.5,1,600,4,4,52,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6665,2802500,2,2,971,8,11,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2962,2200000,1,1,812,3,7,94,0,1,1,1,1,1,0,1,Midtown South,Manhattan
8530,5497500,2,2,1603,4,8,10,1,0,0,1,1,1,0,0,Midtown East,Manhattan
